ら戳,秨絃基,程蔼基,程基,Μ絃基,EMA45,А絬よ,Θユ秖,А秖10ら,А秖よ,戈,щ獺,犁坝,猭,,北絃,磕戈,磕ㄩ,ユ產计,把籔瞯,禦秈產计,芥產计,ㄩ芥緇肂,up.5days
2020/3/6,86.88,86.88,85.57,85.62,88.16,0,17096,14204,1,-7985,0,-3090,-11075,-7557,-6547,1766,466,799,0.9216,794,349,12514,0
2020/3/9,84.12,84.12,82.96,83.2,87.94,0,27734,16438,1,-16668,94,-3700,-20274,-14534,-12999,1915,436,829,0.9562,824,508,12652,0
2020/3/10,82.38,83.64,82.28,83.64,87.76,0,23784,17459,1,-7045,45,-7386,-14386,-4970,-4301,2184,453,810,0.9343,792,639,12948,0
2020/3/11,83.78,83.88,82.42,82.67,87.54,0,15307,18105,0,-6803,45,-4040,-10798,-3856,-4415,2264,575,791,0.9123,767,463,14084,0
2020/3/12,81.89,81.89,78.65,79.61,87.19,0,44910,21071,1,-23711,0,-7984,-31695,-13016,-13043,2766,556,839,0.9677,833,669,14227,0
2020/3/13,75.59,78.89,73.61,78.5,86.81,0,53705,23973,1,-25070,-140,-9654,-34864,-14622,-13637,3366,687,844,0.9735,840,769,16337,0
2020/3/16,77.53,77.92,74.57,74.91,86.3,0,33814,24564,1,-11878,0,-10339,-22217,-14590,-14636,3727,804,830,0.9573,820,678,18948,0
2020/3/17,72.01,74.33,72.01,72.54,85.7,0,51146,28572,1,-34849,-158,7285,-27722,-15740,-12624,4314,882,840,0.9689,836,718,19118,0
2020/3/18,72.64,72.93,70.55,70.55,85.04,0,46791,32407,1,-20537,50,-4609,-25096,-18842,-17652,4842,1710,841,0.97,839,674,20626,1
2020/3/19,68.81,68.81,65.17,66.43,84.23,0,68038,38233,1,-27140,-1769,830,-28079,-19816,-20009,6126,1870,844,0.9735,839,769,22497,1
2020/3/20,68.81,71.72,68.71,71.72,83.69,0,40911,40614,1,-6701,0,-1940,-8641,-7096,-6233,5506,2209,844,0.9735,835,816,24262,1
2020/3/23,68.81,69.87,67.4,68.61,83.03,0,22465,40087,0,-4177,-805,-2101,-7083,-5539,-6280,5676,2289,831,0.9585,819,710,24262,1
2020/3/24,71.57,72.98,71.43,71.96,82.55,0,26957,40404,0,4896,-310,3628,8214,7427,6422,4915,2464,834,0.9619,732,820,24306,1
2020/3/25,74.43,75.06,73.75,74.48,82.2,0,32688,42143,0,-2915,329,521,-2065,-1782,-2114,3957,2445,839,0.9677,821,815,24306,0
2020/3/26,75.01,75.06,73.65,74.82,81.88,0,19216,39573,0,3295,69,1809,5173,4881,3432,3623,2554,811,0.9354,725,776,24306,0
2020/3/27,75.88,76.27,74.09,74.24,81.55,0,21954,36398,0,-1099,92,-206,-1213,-2271,-3283,3197,2454,827,0.9539,800,760,24314,1
2020/3/30,72.39,73.8,71.76,73.51,81.2,0,13606,34377,0,-442,114,-2741,-3069,-2081,-2102,3288,2372,791,0.9145,764,653,25152,1
2020/3/31,74.43,74.82,73.27,73.8,80.87,0,9764,30239,0,-402,136,-1027,-1293,-418,-952,3174,2336,766,0.8855,690,626,25527,1
2020/4/1,74.14,74.28,73.51,73.56,80.56,0,9948,26555,0,-4034,54,1145,-2835,-1129,-1076,3189,2283,774,0.8948,718,564,25527,1
2020/4/6,74.57,74.72,73.41,74.67,80.3,0,12208,20972,0,228,168,-1492,-1096,1618,1381,3062,2276,771,0.8913,665,692,25523,1
2020/4/7,76.08,76.46,75.64,76.08,80.12,0,15302,18411,0,-2143,-428,1737,-834,1534,963,3324,2194,812,0.9398,738,766,25516,1
2020/4/8,76.08,77.24,75.93,77.14,79.99,0,15231,17687,0,4,-124,3529,3409,3732,3535,3197,2145,804,0.9306,700,769,25018,1
2020/4/9,77.39,77.63,76.42,76.8,79.85,0,15650,16557,0,-1317,82,773,-462,-3131,-2567,3101,1994,793,0.9178,756,691,24864,1
2020/4/10,76.56,76.9,76.27,76.85,79.72,0,5825,13870,0,141,66,-1373,-1166,-161,-379,3072,1985,719,0.8322,613,539,24890,1
2020/4/13,76.56,76.95,76.13,76.37,79.57,0,7431,12692,0,-544,106,-1992,-2430,-1370,-1937,2946,1985,721,0.8345,674,479,25478,1
2020/4/14,76.61,78.45,76.61,78.45,79.52,0,13122,11809,1,2370,57,5476,7903,5398,5176,2515,1951,786,0.9097,609,760,25473,0
2020/4/15,78.74,78.98,78.5,78.69,79.49,0,17361,12184,1,1438,28,1221,2687,-2281,-2135,2450,1916,786,0.9097,728,636,25472,0
2020/4/16,77.72,78.6,77.58,78.31,79.44,0,12410,12449,0,2484,35,1142,3661,-1854,-1786,2484,1882,746,0.8634,694,548,25296,1
2020/4/17,80.44,81.41,80.15,80.68,79.49,1,34532,14907,1,18928,80,6131,25139,8478,5712,1884,1724,814,0.9421,700,791,25163,0
2020/4/20,80.68,80.92,80.24,80.44,79.53,1,12336,14920,0,3756,55,-148,3663,-1043,-825,1915,1688,754,0.8737,662,596,25163,0
2020/4/21,80.1,80.1,78.02,78.11,79.47,0,21082,15498,1,-884,133,-1746,-2497,-5201,-6392,2052,1052,808,0.9374,791,634,24963,1
2020/4/22,77.53,78.11,77.05,78.11,79.41,0,10896,15065,0,-3726,34,-1539,-5231,-2463,-2362,2158,1057,770,0.8933,735,593,24519,1
2020/4/23,78.65,79.47,77.82,78.4,79.37,0,13299,14829,0,-882,32,-518,-1368,-1737,-2049,2177,1070,747,0.8666,684,561,25008,1
2020/4/24,78.31,78.5,77.97,78.4,79.33,0,5765,14823,0,-36,17,-2976,-2995,-242,-331,2066,1084,599,0.6949,513,367,25008,1
2020/4/27,79.61,80.05,79.13,80,79.35,1,13918,15472,0,1699,0,4921,6620,2904,3066,1844,1085,731,0.848,521,678,25008,1
2020/4/28,80.34,80.34,79.47,80,79.38,1,7557,14916,0,-733,160,533,-40,-1897,-1993,1880,1077,691,0.8016,632,463,25002,1
2020/4/29,80.49,81.31,80.39,81.12,79.46,1,11874,14367,0,3835,122,1327,5284,3788,2316,1669,1048,788,0.9142,617,728,24802,1
2020/4/30,81.84,82.86,81.79,82.86,79.61,1,18785,15004,1,8119,0,30,8149,4847,3789,1637,982,807,0.9362,650,779,24795,0
2020/5/4,79.86,80.73,79.66,80.44,79.64,1,15648,13116,1,-6319,38,-1739,-8020,-8032,-7485,1961,936,804,0.9327,797,501,24795,1
2020/5/5,80.92,81.21,80.44,80.83,79.69,1,7811,12664,0,2036,112,-1472,676,-788,-619,1960,967,724,0.8399,632,493,23490,1
2020/5/6,80.73,81.17,80.05,80.92,79.75,1,6143,11170,0,107,-10,-1670,-1573,-611,-771,1914,952,679,0.7877,616,472,23121,1
2020/5/7,80.92,81.55,80.73,81.26,79.81,1,6141,10694,0,-829,36,1725,932,661,619,1879,955,688,0.7981,525,566,23134,0
2020/5/8,81.99,82.13,81.41,81.75,79.9,1,6034,9968,0,-206,-163,1217,848,839,551,1810,957,684,0.7935,529,561,23134,0
2020/5/11,82.38,82.76,82.09,82.42,80.01,1,6655,10057,0,62,-19,868,911,1188,1029,1752,950,732,0.8512,587,623,23134,0
2020/5/12,81.99,81.99,81.07,81.46,80.07,1,11549,9820,1,-6832,-44,-320,-7196,-5278,-5017,1893,941,776,0.9023,762,366,23134,0
2020/5/13,81.12,81.79,81.02,81.7,80.14,1,4967,9561,0,-1981,0,1242,-739,-146,-97,1857,946,622,0.7233,523,414,23130,0
2020/5/14,81.21,81.26,80.63,80.73,80.17,1,8743,9248,0,-3863,0,-8,-3871,-3205,-3127,1885,949,750,0.8721,725,413,23130,1
2020/5/15,81.46,81.65,80.49,81.26,80.21,1,6191,7988,0,-353,0,1369,1016,1154,595,1759,953,667,0.7756,524,518,23180,0
2020/5/18,80.49,80.87,80.24,80.58,80.23,1,8272,7251,1,-2805,18,-569,-3356,-2341,-2079,1847,951,699,0.8128,663,375,23201,1
2020/5/19,81.79,81.89,81.07,81.31,80.28,1,5478,7017,0,-100,59,618,577,428,237,1869,961,643,0.7477,518,500,23201,1
2020/5/20,81.41,81.6,80.92,81.21,80.32,1,9894,7392,1,4875,0,-3446,1429,1488,917,1836,972,637,0.7407,471,513,22201,1
2020/5/21,81.55,82.18,81.5,81.89,80.39,1,7568,7535,1,-560,58,3806,3304,1897,1414,1768,961,684,0.7953,492,569,22204,0
2020/5/22,81.21,81.31,80.34,80.39,80.39,0,13354,8267,1,-6373,-283,-3904,-10560,-7818,-7547,1844,978,792,0.9209,780,322,21968,1
2020/5/25,80.58,80.92,79.61,80.92,80.41,1,5251,8127,0,-798,28,345,-425,-788,-837,1864,985,688,0.8,611,448,21968,1
2020/5/26,81.65,82.04,81.26,81.84,80.47,1,15455,8517,1,1504,0,8256,9760,5816,4267,1630,979,749,0.8709,437,712,22125,1
2020/5/27,82.09,82.23,81.46,81.75,80.53,1,4590,8480,0,638,45,349,1032,330,24,1602,976,630,0.7326,502,458,22125,1
2020/5/28,82.28,82.28,80.97,81.26,80.56,1,7477,8353,0,-580,0,3,-577,-716,-1172,1417,966,658,0.7651,560,436,22125,1
2020/5/29,80.83,81.84,80.44,81.84,80.62,1,5321,8266,0,-709,46,-87,-750,-447,-607,1436,966,629,0.7314,561,407,22125,1
2020/6/1,81.84,82.52,81.79,82.28,80.69,1,8365,8275,1,121,23,3203,3347,3426,2795,1514,957,733,0.8523,494,671,21662,1
2020/6/2,82.38,82.86,82.38,82.67,80.77,1,11947,8922,1,5578,-89,2439,7928,3139,2497,1640,951,720,0.8372,464,653,17835,1
2020/6/3,83.49,84.22,83.44,84.12,80.92,1,18117,9745,1,6513,-100,5561,11974,6145,5252,1380,943,778,0.9047,553,746,16835,1
2020/6/4,84.8,85.04,84.46,84.9,81.09,1,15037,10491,1,-1359,34,1607,282,2644,1723,1602,928,769,0.8942,595,707,15569,1
2020/6/5,84.99,85.62,84.99,85.62,81.29,1,9917,10148,0,-50,23,5322,5295,4055,3380,1711,918,763,0.8872,545,715,13647,0
2020/6/8,86.16,87.03,86.06,86.74,81.53,1,15550,11178,1,4238,-60,125,4303,2431,2033,1689,900,788,0.9152,658,736,11489,0
2020/6/9,86.83,87.03,86.2,86.83,81.76,1,11357,10768,1,5615,79,-817,4877,2031,1514,1255,877,752,0.8734,585,664,11014,0
2020/6/10,86.88,87.9,86.79,87.66,82.01,1,10999,11409,0,4214,0,1853,6067,4559,3942,1190,865,772,0.8966,583,723,9720,0
2020/6/11,87.66,88.05,86.25,86.3,82.2,1,14179,12079,1,5014,-30,-2600,2384,3459,1198,1259,856,779,0.9048,688,717,9436,0
2020/6/12,84.56,85.77,84.41,85.53,82.34,1,21563,13703,1,9980,-52,-1078,8850,1219,-18,1323,847,804,0.9338,750,695,9219,1
2020/6/15,85.38,85.57,84.22,84.31,82.43,1,9574,13824,0,34,0,-4198,-4164,-3426,-3863,1315,835,769,0.8931,745,461,9523,1
2020/6/16,85.43,86.45,85.43,86.16,82.59,1,10841,13713,0,3049,24,390,3463,2910,2434,1282,867,738,0.8571,494,658,9486,1
2020/6/17,86.45,86.45,85.57,86.25,82.75,1,11510,13053,0,3022,0,-3700,-678,-19,-213,1284,860,650,0.7549,527,476,9486,1
2020/6/18,86.3,86.54,85.62,86.16,82.9,1,5036,12053,0,-1632,0,1209,-423,-326,-246,1272,858,588,0.6829,478,405,9464,1
2020/6/19,86.25,86.4,85.91,86.11,83.04,1,2334,11294,0,-232,-30,878,616,124,-4,1261,852,549,0.6376,425,348,9464,1
2020/6/22,86.11,86.93,86.11,86.3,83.18,1,10579,10797,0,-235,53,1713,1531,824,953,1218,848,636,0.7387,449,510,9464,1
2020/6/23,86.83,87.27,86.06,86.69,83.33,1,8665,10528,0,292,-45,1158,1405,968,1035,1153,853,645,0.7491,454,522,9464,1
2020/6/24,87.03,87.71,87.03,87.22,83.5,1,10062,10434,0,4867,-35,-130,4702,3641,3214,1045,829,731,0.849,472,682,7523,1
2020/6/29,86.5,86.83,85.91,86.35,83.63,1,9785,9995,0,-255,0,-2855,-3110,-2310,-2406,1165,875,723,0.8397,692,445,7552,1
2020/6/30,86.79,87.17,86.64,87.13,83.78,1,8035,8642,0,2713,0,-1349,1364,1201,1066,1087,818,623,0.7236,396,511,7552,1
2020/7/1,87.17,88.09,87.17,87.71,83.95,1,9979,8683,1,5803,112,-866,5049,4225,3634,994,815,736,0.8548,442,695,7552,1
2020/7/2,87.85,88.68,87.8,88.68,84.15,1,7601,8359,0,3590,50,1306,4946,3694,3266,999,827,734,0.8525,444,685,7543,1
2020/7/3,89.26,89.89,89.26,89.69,84.4,1,14983,8706,1,6503,0,3903,10406,6078,4254,1015,830,772,0.8966,482,745,7554,1
2020/7/6,90.32,91.39,90.32,91.24,84.69,1,14469,9649,1,1909,0,6100,8009,5522,4924,919,809,796,0.9245,584,759,7554,1
2020/7/7,92.07,92.55,91.2,91.58,84.99,1,13928,10809,1,2735,189,3137,6061,4912,3242,850,698,792,0.9199,623,743,7554,1
2020/7/8,91.58,92.46,91.49,92.21,85.31,1,11145,10865,1,3995,-106,1971,5860,3787,3268,914,632,758,0.8804,534,713,7554,1
2020/7/9,92.75,92.89,92.21,92.5,85.62,1,7242,10723,0,2224,-74,695,2845,1484,997,810,608,705,0.8188,532,608,4130,1
2020/7/10,92.6,92.75,91.68,91.73,85.89,1,11503,10867,1,3846,-100,1064,4810,3702,2109,713,617,756,0.878,602,692,4130,1
2020/7/13,92.46,93.13,92.31,93.09,86.2,1,12055,11094,1,5702,-32,2464,8134,5604,4249,726,562,761,0.8839,481,722,3415,1
2020/7/14,92.84,93.67,92.75,93.67,86.52,1,13481,11639,1,7254,21,1381,8656,4019,2803,719,446,728,0.8455,480,675,3542,1
2020/7/15,94.3,94.93,93.72,94.05,86.85,1,21316,12772,1,6490,-157,-1611,4722,3336,2542,800,3,762,0.885,547,713,3690,1
2020/7/16,94.01,94.01,92.89,93.13,87.12,1,7632,12775,0,453,-175,-26,252,-22,-455,732,0,700,0.813,591,534,3801,1
2020/7/17,94.05,94.68,93.72,94.2,87.43,1,18010,13078,1,12835,0,1785,14620,3883,3013,711,0,710,0.8246,440,654,4152,1
2020/7/20,94.2,94.35,93.28,94.05,87.72,1,9486,12580,0,3061,46,1966,5073,1284,1311,740,0,702,0.8163,548,581,3652,1
2020/7/21,94.84,96.74,94.79,96.35,88.09,1,24741,13661,1,17047,0,89,17136,8136,5990,665,41,783,0.9105,532,748,3852,1
2020/7/22,96.2,96.89,96.01,96.59,88.46,1,7244,13271,0,2259,-76,97,2280,1044,697,634,66,708,0.8233,558,604,3428,1
2020/7/23,96.49,96.54,95.76,96.49,88.81,1,6009,13148,0,2250,-88,-984,1178,-78,-341,669,68,667,0.7756,562,486,3828,1
2020/7/24,96.64,97.72,95.91,96.15,89.13,1,17378,13735,1,4884,57,2639,7580,4152,2517,642,141,753,0.8756,584,689,4008,1
2020/7/27,99.37,101.08,99.37,100.84,89.64,1,22874,14817,1,10842,-30,901,11713,7872,4850,607,143,806,0.9372,696,784,4902,0
2020/7/28,104.69,106.11,100.84,101.13,90.14,1,22423,15711,1,4754,-30,-778,3946,2495,1193,611,141,802,0.9326,748,758,5174,0
2020/7/29,100.35,101.33,99.67,100.11,90.57,1,9637,14543,0,4365,-339,-410,3616,2100,1566,622,144,735,0.8547,580,643,5284,1
2020/7/30,101.72,102.5,100.84,101.57,91.05,1,6587,14439,0,1812,215,720,2747,1193,925,576,145,681,0.7919,527,570,5419,1
2020/7/31,101.42,101.82,100.99,101.33,91.5,1,5314,13169,0,255,-68,-167,20,-28,2,602,137,658,0.7651,517,505,5468,1
2020/8/3,100.99,101.03,99.57,99.57,91.85,1,7259,12947,0,-939,-17,117,-839,-970,-1094,609,119,744,0.8651,676,545,5368,1
2020/8/4,100.11,100.89,100.11,100.84,92.24,1,4798,10952,0,1248,73,1420,2741,1032,932,595,128,655,0.7616,446,553,5218,1
2020/8/5,101.62,102.01,101.28,101.82,92.66,1,5106,10739,0,817,-58,811,1570,930,787,582,133,669,0.7779,458,554,5518,0
2020/8/6,102.94,103.43,102.35,102.89,93.1,1,7430,10881,0,1216,-34,-302,880,1123,963,605,141,702,0.8163,516,609,5518,0
2020/8/7,103.04,103.04,101.82,102.16,93.5,1,6804,9823,0,-747,55,-2045,-2737,-197,-389,599,148,656,0.7628,546,453,5645,0
2020/8/10,101.62,103.33,101.62,103.08,93.91,1,5906,8126,0,422,441,697,1560,1181,703,600,147,658,0.7651,475,559,5835,0
2020/8/11,102.89,103.13,102.25,102.3,94.28,1,3199,6204,0,96,-15,-339,-258,-346,-547,593,147,627,0.7291,542,405,5692,1
2020/8/12,101.52,101.52,100.55,100.79,94.56,1,5917,5832,1,-112,73,-639,-678,-895,-1048,596,134,695,0.8081,620,470,5692,1
2020/8/13,102.21,102.4,101.57,101.77,94.87,1,5461,5719,0,1598,21,1687,3306,702,600,580,141,594,0.6907,404,463,5692,0
2020/8/14,101.33,102.01,101.03,102.01,95.18,1,3780,5566,0,1646,0,-242,1404,537,577,585,132,554,0.6442,396,417,5692,0
2020/8/17,102.01,103.18,101.77,103.08,95.53,1,5642,5404,1,728,-25,2061,2764,1761,1397,583,150,688,0.8,427,605,5692,0
2020/8/18,103.18,103.38,102.16,102.5,95.83,1,3746,5299,0,164,188,-1005,-653,-580,-359,571,150,610,0.7093,512,401,5422,0
2020/8/19,102.5,102.94,101.62,101.77,96.09,1,6043,5393,1,1553,60,-2229,-616,-447,-336,627,149,591,0.6872,498,363,5422,1
2020/8/20,101.33,101.33,96.35,98.2,96.18,1,18738,6524,1,-1535,80,-4301,-5756,-5729,-6670,793,135,812,0.9442,794,608,4876,1
2020/8/21,99.72,100.55,99.28,100.35,96.36,1,8133,6657,1,2765,0,908,3673,1215,724,748,147,721,0.8384,582,594,4995,1
2020/8/24,100.4,101.08,99.86,100.64,96.55,1,3719,6438,0,966,-49,-97,820,610,393,711,153,596,0.693,450,447,4995,0
2020/8/25,100.99,101.86,100.89,101.42,96.76,1,3610,6479,0,848,15,1052,1915,1206,993,765,171,633,0.736,442,513,4995,0
2020/8/26,101.52,101.86,101.13,101.82,96.98,1,2666,6154,0,380,0,324,704,847,734,745,182,604,0.7023,410,475,4995,0
2020/8/27,102.6,103.18,101.96,102.06,97.2,1,5706,6178,0,1754,32,502,2288,1882,1424,678,196,644,0.7488,407,566,4665,0
2020/8/28,101.38,101.77,100.55,101.03,97.37,1,3913,6192,0,-422,70,-1076,-1428,-1428,-1499,695,193,627,0.7291,575,296,4775,0
2020/8/31,101.62,101.77,99.37,99.37,97.45,1,5760,6203,0,-371,25,-2380,-2726,-2145,-2115,764,176,667,0.7756,635,327,4775,1
2020/9/1,100.01,100.89,99.42,100.89,97.6,1,5736,6402,0,-1745,55,1745,55,55,89,754,204,598,0.6953,476,420,4905,0
2020/9/2,101.18,101.57,99.86,100.55,97.73,1,4133,6211,0,-891,88,-298,-1101,-791,-704,744,212,554,0.6442,481,330,4855,0
2020/9/3,101.23,101.82,100.74,100.84,97.87,1,5129,4851,1,1368,0,1444,2812,1424,1159,710,217,595,0.6919,386,505,4855,0
2020/9/4,99.57,100.25,99.47,100.11,97.96,1,5916,4629,1,-215,121,-2708,-2802,-1562,-1517,796,186,688,0.8,633,393,5090,1
2020/9/7,100.11,100.59,99.47,99.96,98.05,1,5500,4807,1,-1252,53,-858,-2057,-514,-554,803,198,621,0.7221,539,369,5090,1
2020/9/8,100.3,100.64,100.01,100.55,98.16,1,4504,4896,0,724,196,-39,881,820,684,733,200,536,0.6233,344,423,5090,1
2020/9/9,99.33,99.91,98.74,99.86,98.23,1,6274,5257,1,-401,14,-2953,-3340,-2103,-2053,773,182,702,0.8163,671,365,5300,1
2020/9/10,100.35,100.89,100.16,100.74,98.34,1,3581,5045,0,1647,0,-15,1632,1621,1538,721,211,627,0.7291,358,540,5446,1
2020/9/11,100.74,100.89,100.35,100.79,98.45,1,2905,4944,0,-100,20,-158,-238,677,585,704,212,566,0.6581,371,423,5466,1
2020/9/14,101.03,102.06,100.79,102.06,98.61,1,5753,4943,1,4054,45,171,4270,3208,2783,667,210,707,0.8221,373,655,5646,0
2020/9/15,101.96,102.69,101.77,102.45,98.77,1,5439,4913,1,3307,15,-125,3197,2316,1802,694,187,683,0.7942,412,618,6246,0
2020/9/16,104.01,104.45,103.82,104.01,99,1,14855,5986,1,9606,174,-2011,7769,6708,4102,551,186,768,0.893,435,738,7046,0
2020/9/17,103.52,103.82,102.6,102.89,99.17,1,8749,6348,1,2638,91,-3564,-835,-514,-602,554,187,629,0.7314,536,396,7944,0
2020/9/18,102.89,103.18,102.35,102.79,99.33,1,4952,6251,0,685,0,-449,236,-28,-149,567,187,538,0.6256,430,319,7624,0
2020/9/21,102.69,103.38,101.86,101.96,99.44,1,5710,6272,0,2086,-15,-3787,-1716,-687,-803,590,189,591,0.6872,501,330,9128,0
2020/9/22,101.82,101.82,100.5,100.64,99.49,1,6636,6485,1,-40,0,-3283,-3323,-2608,-2537,622,185,685,0.7965,656,311,11945,0
2020/9/23,101.03,101.03,99.96,100.5,99.54,1,9454,6803,1,-1168,0,-1146,-2314,-2025,-1980,644,161,666,0.7744,626,304,13287,1
2020/9/24,99.13,99.37,97.86,98.06,99.47,0,15785,8024,1,-6590,-392,-3902,-10884,-8858,-8368,915,154,808,0.9395,795,437,14250,1
2020/9/25,98.35,99.03,97.67,98.25,99.42,0,9499,8683,1,461,60,-3827,-3306,-3159,-3330,899,176,760,0.8837,730,455,14940,1
2020/9/28,98.94,99.86,98.59,99.86,99.44,1,6027,8711,0,-533,75,-242,-700,-490,-336,880,173,652,0.759,525,480,15147,1
2020/9/29,100.3,100.79,99.72,100.11,99.47,1,3759,8543,0,-1116,150,123,-843,-108,-44,874,190,556,0.6473,416,404,15365,1
2020/9/30,100.3,100.99,100.16,100.55,99.52,1,3545,7412,0,801,150,158,1109,788,702,863,197,564,0.6566,372,447,15484,1
2020/10/5,100.99,101.57,100.55,100.59,99.56,1,5913,7128,0,-288,269,-375,-394,917,692,858,199,608,0.7078,419,477,15621,1
2020/10/6,101.52,101.86,101.38,101.77,99.66,1,6875,7320,0,749,145,-263,631,2297,1831,839,188,672,0.7823,385,595,15704,1
2020/10/7,101.52,102.5,101.03,102.3,99.77,1,4011,7150,0,-31,255,479,703,1707,1604,822,181,630,0.7334,386,555,15755,1
2020/10/8,102.94,103.82,102.79,103.67,99.94,1,13471,7834,1,10336,245,12,10593,8158,5979,658,191,784,0.9127,427,763,16060,0
2020/10/12,104.16,105.13,104.16,104.5,100.14,1,9838,7872,1,6285,80,67,6432,4740,3614,622,195,750,0.8731,484,702,16214,0
2020/10/13,104.79,105.04,103.67,104.55,100.33,1,5411,6835,0,3431,19,-264,3186,1883,1323,441,200,652,0.759,409,555,16244,0
2020/10/14,104.5,104.65,103.91,104.16,100.5,1,2563,6141,0,1143,-546,-225,372,353,177,453,199,550,0.6403,401,388,16244,0
2020/10/15,103.96,103.96,102.6,103.18,100.62,1,4550,5994,0,901,-631,-1711,-1441,-536,-592,487,187,602,0.7008,528,350,16378,1
2020/10/16,103.18,103.77,102.6,102.74,100.71,1,3239,5942,0,-44,-110,-538,-692,-35,-153,481,186,579,0.674,482,327,16379,1
2020/10/19,103.13,104.06,103.08,104.06,100.85,1,3459,5933,0,1258,-17,594,1835,994,783,463,185,579,0.674,364,468,16429,0
2020/10/20,103.87,103.91,103.47,103.47,100.97,1,1414,5483,0,-271,-30,223,-78,-179,-165,466,185,462,0.5378,373,227,16429,0
2020/10/21,103.47,104.01,103.13,103.43,101.07,1,8599,5656,1,-491,33,1062,604,-333,-236,473,185,474,0.5518,388,257,16479,0
2020/10/22,103.18,103.57,102.99,103.57,101.18,1,2158,5470,0,898,17,290,1205,-25,-34,472,178,436,0.5076,340,233,16529,0
2020/10/23,103.96,104.11,103.13,103.57,101.29,1,3206,4444,0,663,0,-1307,-644,-126,-145,494,169,415,0.4831,319,211,16939,0
2020/10/26,103.57,104.06,103.28,103.57,101.39,1,2918,3752,0,719,9,-293,435,-216,-190,499,171,568,0.6612,503,326,16939,0
2020/10/27,103.23,103.23,102.64,102.99,101.46,1,3438,3554,0,-495,-286,305,-476,-840,-846,504,171,621,0.7229,585,233,17039,0
2020/10/28,102.99,102.99,102.3,102.5,101.5,1,4782,3776,1,-211,28,-1663,-1846,-1430,-1413,508,170,670,0.78,644,247,18880,1
2020/10/29,101.52,101.62,100.79,101.38,101.5,0,7192,4041,1,-1718,34,-3746,-5430,-3753,-3464,533,166,768,0.8941,755,330,20497,1
2020/10/30,101.08,101.13,100.25,100.55,101.45,0,6564,4373,1,-2008,0,-3208,-5216,-3527,-3379,609,165,724,0.8428,705,278,21829,1
2020/11/2,100.69,100.99,99.86,100.94,101.43,0,10229,5050,1,-2825,78,-5174,-7921,-5008,-4441,667,168,767,0.8929,758,339,23025,1
2020/11/3,101.72,102.35,101.57,102.11,101.46,1,4444,5353,0,354,87,-1492,-1051,-590,-308,673,172,666,0.7753,561,445,23288,1
2020/11/4,102.5,103.67,102.21,103.62,101.56,1,5082,5001,1,466,0,1005,1471,1587,1374,749,171,712,0.8289,511,619,22113,1
2020/11/5,103.67,103.87,103.04,103.52,101.64,1,4331,5219,0,1404,0,-75,1329,1193,902,720,171,650,0.7567,495,524,22133,1
2020/11/6,103.82,104.5,103.77,104.16,101.75,1,6315,5530,1,2936,24,43,3003,3004,2354,589,179,717,0.8347,460,649,22365,1
2020/11/9,105.18,105.82,104.69,105.52,101.91,1,11430,6381,1,6058,43,-338,5763,4432,3468,545,172,763,0.8882,522,734,22455,1
2020/11/10,105.43,105.43,104.26,104.55,102.03,1,4451,6482,0,331,75,-538,-132,-154,-403,559,171,696,0.8102,623,490,22103,1
2020/11/11,104.55,106.16,104.55,106.16,102.21,1,8631,6867,1,3580,28,1114,4722,3460,3201,535,172,745,0.8673,470,693,22011,1
2020/11/12,106.4,106.79,106.11,106.21,102.38,1,3871,6535,0,763,33,912,1708,905,734,581,173,662,0.7707,517,534,21886,1
2020/11/13,106.01,106.7,105.87,106.65,102.57,1,3830,6261,0,1476,-145,489,1820,1102,945,724,173,672,0.7823,482,555,21836,1
2020/11/16,107.77,110.11,107.77,110.11,102.9,1,9421,6181,1,2609,18,84,2711,2340,2522,826,199,772,0.8987,642,712,21936,1
2020/11/17,112.26,112.99,110.7,110.89,103.24,1,8297,6566,1,-661,1350,-2761,-2072,-409,-854,874,210,748,0.8708,688,601,23365,1
2020/11/18,110.89,112.21,110.45,111.63,103.61,1,19748,8033,1,-2956,1130,2955,1129,-145,-84,900,230,704,0.8196,608,546,23608,0
2020/11/19,111.72,111.82,111.09,111.43,103.95,1,4505,8050,0,1328,25,-899,454,-280,-160,819,266,684,0.7963,610,447,23308,1
2020/11/20,111.43,111.43,110.65,111.28,104.27,1,4801,7899,0,2555,-20,-2000,535,-254,-286,813,261,645,0.7509,574,401,23619,1
2020/11/23,111.92,113.09,111.92,112.7,104.63,1,5800,7336,0,2251,0,-688,1563,287,85,783,238,692,0.8056,584,539,23962,0
2020/11/24,113.19,113.19,112.02,112.16,104.96,1,6182,7509,0,-467,-50,-1775,-2292,-1714,-1695,806,238,710,0.8265,678,375,24902,0
2020/11/25,112.94,112.94,111.19,111.24,105.23,1,4184,7064,0,-1033,0,-1510,-2543,-1845,-1778,798,221,719,0.837,686,396,25536,1
2020/11/26,111.33,112.26,111.33,112.11,105.53,1,2561,6933,0,-411,26,-504,-889,-109,-33,774,223,581,0.6764,495,352,25781,1
2020/11/27,111.77,112.11,111.38,111.92,105.81,1,5330,7083,0,-322,52,-1469,-1739,-910,-918,760,215,643,0.7485,596,281,27523,1
2020/11/30,112.06,112.41,110.6,110.6,106.02,1,9570,7098,1,-5665,101,-140,-5704,-3971,-3401,787,215,761,0.8859,744,354,27828,1
