ら戳,秨絃基,程蔼基,程基,Μ絃基,EMA45,А絬よ,Θユ秖,А秖10ら,А秖よ,戈,щ獺,犁坝,猭,,北絃,磕戈,磕ㄩ,ユ產计,把籔瞯,禦秈產计,芥產计,ㄩ芥緇肂,up.5days
2016/1/13,47.59,48.01,47.38,47.72,50.42,0,11848,19808,0,-4449,0,2910,-1539,-1420,-1260,9269,4383,785,0.7842,692,539,37644,0
2016/1/14,47.17,47.34,46.63,47.34,50.28,0,15487,20630,0,-7201,-240,-4136,-11577,-5316,-5101,9428,4464,882,0.8811,860,439,39044,0
2016/1/15,47.67,48.01,46.96,47.34,50.15,0,20848,22325,0,-6057,0,-579,-6636,-3301,-3274,9484,4559,833,0.8313,777,473,44975,0
2016/1/18,46.67,47.84,46.59,47.67,50.05,0,13014,21934,0,-4132,0,1568,-2564,-1556,-1389,8842,4501,810,0.8084,734,556,45477,1
2016/1/19,47.59,47.8,47.3,47.8,49.95,0,8111,20567,0,-3405,0,1174,-2231,-1711,-1174,8933,4492,683,0.6816,594,391,46218,0
2016/1/20,47.47,47.47,46.42,46.67,49.81,0,22688,19942,1,-7080,0,-3720,-10800,-9321,-9223,9397,4599,908,0.9062,900,373,48304,1
2016/1/21,46.84,47.01,46.42,46.59,49.67,0,10450,16990,0,-2586,0,2236,-350,-18,-550,9228,5205,701,0.6996,588,457,50902,1
2016/1/22,47.05,47.26,46.76,47.21,49.56,0,13944,15840,0,2430,0,-2257,173,785,761,9024,5425,670,0.6687,450,515,52796,1
2016/1/25,47.59,48.26,47.59,48.05,49.49,0,12773,14681,0,4672,446,1387,6505,3904,3492,8252,5397,816,0.8144,472,755,52796,1
2016/1/26,47.59,47.72,47.34,47.59,49.41,0,7584,13675,0,-2171,0,9,-2162,-1559,-1510,8555,5394,630,0.6287,571,262,55296,1
2016/1/27,47.92,47.97,47.55,47.8,49.34,0,9101,13400,0,-633,0,2144,1511,604,360,8389,5481,577,0.5758,375,428,57503,1
2016/1/28,47.72,48.22,47.59,48.05,49.29,0,10225,12874,0,607,0,4284,4891,2747,2215,8084,5521,686,0.6846,336,621,58403,1
2016/1/29,48.01,49.34,47.8,49.26,49.28,0,20208,12810,1,3599,0,7193,10792,10300,8137,7312,5436,898,0.8962,476,871,58707,0
2016/1/30,49.64,49.84,49.43,49.72,49.3,1,13203,12829,1,191,1108,7068,8367,4330,3805,6930,5026,796,0.7944,382,755,57268,1
2016/2/1,49.68,49.76,49.34,49.72,49.32,1,7968,12814,0,2498,0,1934,4432,2458,2268,6792,4998,681,0.6796,338,594,57268,1
2016/2/2,49.64,49.72,49.26,49.55,49.33,1,4584,11004,0,1207,0,928,2135,1241,1072,6648,4657,621,0.6198,373,495,54868,1
2016/2/3,49.26,49.47,48.93,49.22,49.33,0,6990,10658,0,2704,0,-2006,698,379,1,6570,4531,640,0.6387,466,470,54649,1
2016/2/15,48.68,49.34,48.51,49.26,49.32,0,7221,9986,0,2856,0,-1129,1727,788,558,6530,4539,630,0.6287,460,444,54649,1
2016/2/16,49.34,50.39,49.34,50.3,49.37,1,17822,10491,1,8871,0,5892,14763,7400,5719,5882,4533,825,0.8234,372,790,54649,1
2016/2/17,50.43,50.51,50.05,50.05,49.4,1,12474,10980,1,1670,0,3471,5141,1775,1371,5739,4517,681,0.6796,386,565,55331,1
2016/2/18,50.76,51.06,50.51,50.85,49.46,1,16987,11768,1,4739,0,7712,12451,5395,4021,5598,4406,776,0.7745,351,732,47200,1
2016/2/19,50.76,50.97,50.6,50.8,49.52,1,11352,11881,0,1962,-300,5624,7286,1907,1330,5533,4376,568,0.5674,264,496,49239,1
2016/2/22,50.8,51.43,50.55,50.76,49.57,1,11614,11022,1,4307,0,3467,7774,2302,1941,5415,4264,652,0.652,346,584,46426,1
2016/2/23,50.93,51.06,50.68,50.8,49.63,1,4916,10193,0,1987,0,-574,1413,323,208,5415,4251,467,0.467,302,311,46933,1
2016/2/24,50.76,51.18,50.26,50.35,49.66,1,7764,10172,0,2299,0,-763,1536,510,594,5426,4222,613,0.613,430,450,47781,1
2016/2/25,50.6,51.22,50.51,51.01,49.72,1,16934,11407,1,13581,0,1019,14600,3383,3083,5154,4243,702,0.702,247,656,47781,1
2016/2/26,51.22,51.51,50.85,51.14,49.78,1,14513,12160,1,6465,-300,4430,10595,1240,1118,5126,4226,554,0.554,301,465,48289,1
2016/3/1,51.14,51.72,51.01,51.64,49.86,1,17237,13161,1,9845,0,4177,14022,2932,2665,4852,4215,708,0.708,294,645,48289,1
2016/3/2,52.06,52.39,51.97,52.06,49.95,1,22871,13666,1,13806,0,5193,18999,3511,2736,4549,3972,759,0.7598,377,706,48289,1
2016/3/3,52.06,52.85,52.06,52.56,50.07,1,32603,15679,1,29911,-400,-5907,23604,6668,4752,4373,3969,816,0.8176,367,770,46789,1
2016/3/4,52.52,52.85,52.39,52.68,50.18,1,24051,16386,1,21096,0,-4908,16188,3317,2884,4306,3820,747,0.75,331,686,46972,1
2016/3/7,52.77,53.18,52.52,52.68,50.29,1,21498,17400,1,17482,0,-6008,11474,2663,1431,4282,3819,686,0.6888,376,577,46972,1
2016/3/8,52.6,52.68,52.18,52.64,50.39,1,13635,17602,0,10567,0,-1492,9075,2361,1182,4061,3816,610,0.6118,316,515,47232,0
2016/3/9,52.64,52.73,52.31,52.68,50.49,1,8097,17920,0,4718,0,1673,6391,1184,1191,4022,3811,539,0.5406,239,443,47376,1
2016/3/10,52.64,52.93,52.47,52.81,50.59,1,21353,19279,1,14928,0,2004,16932,2139,1747,3962,3815,584,0.5858,212,523,47376,1
2016/3/11,52.77,53.23,52.64,53.06,50.7,1,22682,19854,1,18887,0,-262,18625,3331,3032,3802,3813,704,0.7061,252,652,47376,1
2016/3/14,53.43,53.64,53.39,53.43,50.82,1,25832,20986,1,19692,0,101,19793,1893,1645,3749,3788,692,0.6941,373,586,47376,1
2016/3/15,53.43,53.52,52.6,52.64,50.9,1,18906,21153,0,12836,-238,-4447,8151,2522,1160,3657,3775,688,0.6901,458,555,47376,1
2016/3/16,52.89,53.23,52.89,53.1,50.99,1,36277,22493,1,31515,0,-10002,21513,2115,1176,3556,3764,543,0.5446,261,449,47376,1
2016/3/17,53.89,54.19,53.48,53.69,51.11,1,20031,21236,0,15207,850,-2699,13358,5592,4038,3414,3747,800,0.8024,338,765,47359,1
2016/3/18,53.77,54.14,53.69,54.02,51.24,1,31120,21943,1,22644,0,-3644,19000,2548,2255,3467,3740,682,0.6841,289,618,36863,0
2016/3/21,54.19,54.31,53.6,53.94,51.35,1,6057,20399,0,3972,0,-1332,2640,800,515,3469,3682,494,0.4955,284,377,36715,0
2016/3/22,53.73,53.89,53.31,53.77,51.46,1,8181,19854,0,4718,0,-2906,1812,1236,431,3493,3663,555,0.5567,327,419,36715,0
2016/3/23,53.77,54.14,53.64,53.73,51.56,1,11997,20244,0,8613,0,-164,8449,1829,1365,3446,3588,514,0.5155,203,446,36734,1
2016/3/24,53.64,53.85,53.18,53.73,51.65,1,8531,18961,0,4803,-166,1487,6124,456,684,3455,3547,484,0.4855,283,356,36737,1
2016/3/25,53.85,53.85,53.39,53.48,51.73,1,3815,17075,0,282,0,1587,1869,302,87,3426,3383,411,0.4122,243,270,36737,0
2016/3/28,53.48,53.77,53.27,53.52,51.81,1,7347,15226,0,5041,0,784,5825,461,517,3403,2963,396,0.3972,208,292,36737,0
2016/3/29,53.43,53.69,53.02,53.14,51.87,1,10742,14410,0,5521,-850,-3105,1566,562,250,3373,3010,524,0.5256,358,343,36737,0
2016/3/30,53.48,54.19,53.43,54.02,51.96,1,29119,13694,1,23389,0,-804,22585,3720,3522,3134,3073,704,0.7061,229,663,36737,0
2016/3/31,54.35,54.6,53.81,53.98,52.05,1,16047,13296,1,4622,250,-2795,2077,1361,1006,3208,2896,580,0.5817,310,503,36467,0
2016/4/1,53.64,53.73,53.1,53.35,52.11,1,4654,10649,0,-368,0,-178,-546,-1011,-1194,3342,2884,516,0.5176,454,203,36467,0
2016/4/6,52.85,52.85,52.06,52.1,52.1,0,8957,10939,0,26,-480,-996,-1450,-2955,-2987,3622,2908,745,0.7472,704,283,36467,1
2016/4/7,52.18,52.18,51.43,51.89,52.1,0,20225,12143,1,-1619,0,4686,3067,-1454,-1466,3720,2952,659,0.661,595,306,36467,1
2016/4/8,51.6,52.43,51.6,52.39,52.11,1,6753,11619,0,4661,0,-3112,1549,1041,793,3588,2864,500,0.5015,290,362,36467,1
2016/4/11,52.18,52.68,51.89,52.6,52.13,1,5355,11301,0,3338,0,-2875,463,674,544,3524,2880,463,0.4644,260,349,36467,1
2016/4/12,52.64,53.02,52.39,52.56,52.15,1,2754,11195,0,1451,0,-589,862,487,459,3478,2890,415,0.4167,226,317,36466,1
2016/4/13,52.81,53.6,52.81,53.48,52.21,1,11847,11645,1,8136,0,1630,9766,2706,2765,3141,2814,673,0.6757,241,624,36466,0
2016/4/14,53.77,53.94,53.52,53.64,52.27,1,8125,11384,0,-1668,0,-1,-1669,794,721,3097,2798,541,0.5432,261,446,36466,0
2016/4/15,53.27,53.69,53.06,53.64,52.33,1,11673,9639,1,4316,0,4419,8735,427,464,2877,2813,424,0.4257,223,323,36466,0
2016/4/18,53.48,53.6,53.31,53.31,52.37,1,2146,8249,0,670,0,-292,378,24,17,2909,2807,305,0.3062,201,175,36466,0
2016/4/19,53.69,53.98,53.02,53.1,52.4,1,5841,8368,0,1639,0,-908,731,-27,108,3008,2810,440,0.4418,317,301,36627,0
2016/4/20,53.02,53.52,52.22,52.31,52.4,0,8982,8370,1,1233,0,-4228,-2995,-1710,-1929,3192,2796,629,0.6315,594,211,36684,1
2016/4/21,52.52,52.73,52.22,52.56,52.41,1,3097,6657,0,-315,0,95,-220,-107,-41,3177,2805,354,0.3554,257,199,36441,0
2016/4/22,52.56,52.93,52.43,52.77,52.42,1,2685,6251,0,983,0,57,1040,485,325,3103,2808,371,0.3725,218,258,36434,0
2016/4/25,52.77,52.89,52.52,52.81,52.44,1,2864,6001,0,1009,0,-777,232,63,32,3104,2797,260,0.261,158,151,36517,0
2016/4/26,52.68,53.35,52.68,53.02,52.46,1,4895,6216,0,1419,0,1713,3132,533,514,3104,2805,365,0.3668,171,291,36517,0
2016/4/27,52.77,53.1,52.6,52.93,52.48,1,2470,5278,0,-363,0,-59,-422,-2,43,3086,2793,267,0.2683,167,178,36685,0
2016/4/28,53.02,53.06,51.89,52.1,52.47,0,10322,5498,1,-4151,0,-2430,-6581,-2409,-2586,3307,2638,630,0.6332,599,144,37855,0
2016/4/29,51.64,51.76,51.22,51.43,52.42,0,7267,5057,1,-3069,0,-2006,-5075,-3566,-3560,3506,2595,744,0.7477,719,197,39020,0
2016/5/3,51.43,51.43,50.68,50.72,52.35,0,9712,5814,1,-6779,0,1549,-5230,-4493,-4144,3661,2532,775,0.7797,757,205,39020,0
2016/5/4,50.72,50.8,49.93,50.18,52.25,0,14504,6680,1,-9627,0,2057,-7570,-6117,-6154,3830,2599,832,0.837,816,240,40274,0
2016/5/5,50.18,50.3,49.8,50.26,52.17,0,14591,7241,1,-11027,0,-910,-11937,-3974,-3704,4105,2541,759,0.7636,738,206,41894,0
2016/5/6,50.1,50.1,49.64,49.84,52.07,0,22005,9132,1,-19258,0,-475,-19733,-3773,-3390,4241,2480,751,0.7555,733,175,42004,0
2016/5/9,50.01,50.1,49.59,49.84,51.97,0,14499,10313,1,-11788,0,-79,-11867,-2563,-2413,4328,2361,664,0.668,632,180,42074,0
2016/5/10,49.84,50.26,49.59,50.1,51.89,0,13153,11342,1,-9194,0,675,-8519,-2020,-1822,4434,2315,647,0.6509,600,250,42529,1
2016/5/11,50.26,50.35,49.72,49.97,51.8,0,19054,12758,1,-14945,0,1600,-13345,-2618,-2634,4504,2286,686,0.6901,653,203,44400,1
2016/5/12,49.84,50.1,49.8,49.93,51.72,0,13397,13850,0,-8099,0,-2109,-10208,-799,-1042,4435,2316,558,0.5614,476,209,44680,0
2016/5/13,49.72,49.72,49.26,49.39,51.62,0,29669,15785,1,-22414,0,-196,-22610,-5585,-4715,4549,2294,812,0.8169,786,262,46599,1
2016/5/16,49.39,49.84,49.34,49.76,51.54,0,6646,15723,0,-2746,0,719,-2027,-451,-408,4570,2352,558,0.5614,439,285,46963,1
2016/5/17,49.8,50.18,49.47,50.14,51.48,0,12345,15986,0,-7174,0,-833,-8007,-1543,-1429,4550,2369,640,0.6439,539,342,48549,1
2016/5/18,49.84,50.1,49.47,50.05,51.42,0,8580,15394,0,-4811,0,-101,-4912,-1033,-851,4583,2372,518,0.5211,447,249,49557,1
2016/5/19,50.1,50.14,49.51,49.8,51.35,0,8050,14740,0,-1812,0,-3387,-5199,-1702,-1397,4565,2421,615,0.6187,575,235,49944,1
2016/5/20,49.97,50.35,49.76,50.1,51.29,0,8126,13352,0,-1004,0,-1245,-2249,1241,949,4402,2448,646,0.6499,411,512,50032,1
2016/5/23,50.18,51.76,49.97,51.76,51.31,1,21664,14068,1,2289,0,7705,9994,5928,5021,4055,2447,810,0.8149,484,761,50057,1
2016/5/24,51.56,51.64,51.22,51.22,51.31,0,6418,13395,0,-1168,0,274,-894,-162,-363,4022,2423,570,0.5734,423,368,49577,1
2016/5/25,51.56,51.97,51.56,51.76,51.33,1,25859,14075,1,8524,0,11287,19811,2624,2698,4010,2304,725,0.7294,368,666,51617,1
2016/5/26,51.81,51.89,51.6,51.89,51.35,1,26045,15340,1,19706,0,3201,22907,1812,1197,3926,2316,575,0.5791,270,494,52787,1
2016/5/27,52.1,52.31,51.93,52.27,51.39,1,25760,14949,1,18927,0,3520,22447,2946,2536,3598,2222,658,0.6626,261,609,51087,1
2016/5/30,52.27,52.89,52.18,52.73,51.45,1,26912,16976,1,21614,0,2744,24358,4248,3594,3513,2230,728,0.7346,284,671,51037,1
2016/5/31,52.64,52.89,52.43,52.73,51.51,1,8679,16609,0,4786,0,629,5415,1706,1569,3481,2226,598,0.6034,261,536,51037,1
2016/6/1,52.56,53.31,52.56,53.18,51.58,1,25002,18252,1,15120,0,6898,22018,4515,4119,3354,2341,718,0.7245,234,675,51027,1
2016/6/2,53.18,53.48,52.93,53.18,51.65,1,13721,18819,0,9736,0,226,9962,2664,2100,3372,2346,622,0.6276,243,575,51027,1
2016/6/3,53.1,53.43,53.1,53.31,51.72,1,11793,19185,0,9126,0,1145,10271,1512,1493,3247,2385,512,0.5166,157,465,46873,0
2016/6/4,53.23,53.43,53.18,53.39,51.79,1,3201,17339,0,2288,0,-85,2203,942,859,3205,2397,366,0.3693,116,318,46873,1
2016/6/6,53.43,53.94,53.14,53.48,51.87,1,12991,17996,0,8785,0,-697,8088,3250,2469,2885,2403,614,0.6196,238,570,46883,1
2016/6/7,53.69,54.23,53.69,54.19,51.97,1,30838,18494,1,16457,0,1798,18255,5408,4611,2680,2358,742,0.7495,230,713,46783,0
2016/6/8,54.27,54.73,54.27,54.48,52.08,1,26065,18496,1,15538,0,539,16077,6559,4793,2273,2362,793,0.801,276,773,46733,0
2016/6/13,53.69,53.81,53.18,53.23,52.13,1,9520,16872,0,1238,0,-2544,-1306,-165,-152,2307,2222,672,0.6788,524,440,46703,1
2016/6/14,53.02,53.6,53.02,53.56,52.19,1,6412,14822,0,2507,200,44,2751,1054,878,2342,2214,424,0.4283,200,342,46703,1
2016/6/15,53.56,53.77,53.1,53.64,52.25,1,22583,16213,1,7036,100,1202,8338,296,443,2329,2187,402,0.4061,221,287,41528,1
2016/6/16,53.52,53.52,52.6,52.89,52.28,1,8999,14612,0,-982,60,-3545,-4467,-1166,-1214,2454,2164,531,0.5364,470,205,41528,1
2016/6/17,53.31,53.77,53.31,53.48,52.33,1,5809,13821,0,3873,0,-820,3053,1518,1511,2251,2183,502,0.5071,166,443,41528,0
2016/6/20,53.85,53.98,53.73,53.85,52.4,1,10308,13673,0,3926,0,2658,6584,634,757,2341,2180,443,0.4475,190,356,41528,0
2016/6/21,53.85,54.23,53.81,54.06,52.47,1,18113,15164,1,12295,0,2055,14350,1068,1130,2248,2174,493,0.498,203,413,40968,0
2016/6/22,54.06,54.23,53.89,54.23,52.55,1,10557,14920,0,7526,0,-390,7136,853,743,2161,2175,424,0.4283,167,346,40968,0
2016/6/23,54.1,54.14,53.89,54.1,52.61,1,32188,15055,1,27772,0,947,28719,87,162,2162,2176,345,0.3485,186,245,39292,1
2016/6/24,54.06,54.19,51.81,52.68,52.62,1,31665,15615,1,6729,0,-15409,-8680,-4670,-4862,2566,2166,793,0.801,762,396,37722,1
2016/6/27,52.77,53.23,52.6,53.23,52.64,1,4931,15157,0,1694,0,-427,1267,883,837,2546,2159,580,0.5859,346,435,37322,1
2016/6/28,52.68,53.48,52.64,53.43,52.68,1,5346,15050,0,1233,0,-900,333,546,210,2380,2131,458,0.4631,282,353,36528,1
2016/6/29,53.56,54.27,53.56,54.02,52.74,1,9101,13702,0,4356,0,338,4694,2049,1505,2249,2138,557,0.5632,212,506,37593,1
2016/6/30,54.39,54.65,53.98,54.65,52.82,1,25345,15336,1,13592,0,6742,20334,5039,3805,2018,2142,749,0.7573,238,721,38019,1
2016/7/1,54.98,55.44,54.81,55.31,52.93,1,30668,17822,1,26783,0,-2629,24154,7416,4883,1834,2142,787,0.7958,274,752,38404,1
2016/7/4,55.19,55.73,55.1,55.36,53.03,1,9990,17790,0,6599,0,-918,5681,2458,1868,1708,2135,614,0.6208,247,558,38098,1
2016/7/5,55.27,55.31,54.98,55.19,53.13,1,5998,16579,0,2633,0,521,3154,1078,793,1680,2135,461,0.4661,203,370,38098,1
2016/7/6,54.77,54.77,54.02,54.19,53.17,1,8731,16396,0,-1396,0,-829,-2225,-1528,-1224,1867,2133,562,0.5683,488,257,38348,1
2016/7/7,54.65,54.9,54.56,54.85,53.25,1,6588,13836,0,2624,0,718,3342,1362,1117,1746,1980,473,0.4783,204,409,38348,1
2016/7/11,55.69,56.15,55.69,55.94,53.36,1,22208,12891,1,14544,0,1571,16115,4967,3314,1524,1975,728,0.7361,259,692,38348,1
2016/7/12,56.06,56.44,56.06,56.44,53.5,1,15397,13937,1,10660,0,856,11516,3758,2646,1468,1957,654,0.6613,233,616,38318,1
2016/7/13,56.65,56.69,56.02,56.48,53.63,1,9435,14346,0,5562,250,-2707,3105,1445,1059,1394,1877,512,0.5177,237,444,38318,1
2016/7/14,56.36,56.65,56.19,56.52,53.75,1,10110,14447,0,7327,-55,-3092,4180,2096,1442,1391,1773,525,0.5308,186,469,38318,1
2016/7/15,56.61,57.19,56.61,57.19,53.9,1,15543,13467,1,10406,0,2013,12419,3974,2863,1315,1555,726,0.7348,277,664,37318,1
2016/7/18,57.15,57.73,57.15,57.73,54.07,1,36848,14085,1,32560,0,-1237,31323,3967,2478,1358,1265,717,0.7264,306,656,36403,0
2016/7/19,57.78,57.86,57.44,57.82,54.23,1,17046,14790,1,10647,-360,3618,13905,2226,1624,1271,944,607,0.615,244,545,36292,1
2016/7/20,57.61,57.86,57.44,57.78,54.39,1,24718,16662,1,8995,-69,-3119,5807,2634,1775,1161,759,590,0.5978,252,521,11423,1
2016/7/21,57.99,58.36,57.9,58.07,54.55,1,9980,16787,0,3205,-70,2503,5638,2038,1617,1130,499,573,0.5805,236,519,11443,1
2016/7/22,58.07,58.19,57.78,57.86,54.69,1,3265,16455,0,-133,0,1514,1381,842,664,1054,18,478,0.4843,232,389,11487,1
2016/7/25,58.03,58.4,57.07,57.61,54.82,1,11676,15402,0,5653,-50,1127,6730,1166,533,1041,0,530,0.5375,306,421,11487,1
2016/7/26,57.61,57.94,57.48,57.94,54.95,1,13212,15183,0,-143,-70,10189,9976,1680,1237,1029,0,466,0.4726,176,398,11487,1
2016/7/27,58.15,58.4,58.03,58.19,55.09,1,11118,15352,0,500,0,6914,7414,2126,1342,1048,0,573,0.5811,263,492,11443,0
2016/7/28,58.32,58.53,57.98,58.36,55.24,1,11452,15486,0,6181,0,-2003,4178,545,204,1093,191,446,0.4523,276,322,11443,0
2016/7/29,58.19,58.49,57.94,57.94,55.35,1,19390,15871,1,13847,-80,-4430,9337,103,-233,1150,257,445,0.4513,294,271,11443,1
2016/8/1,58.15,58.7,58.15,58.57,55.49,1,10407,13226,0,7206,0,-397,6809,1563,999,1146,403,464,0.4711,183,397,11443,1
2016/8/2,58.53,58.66,58.41,58.57,55.63,1,7117,12234,0,6043,-40,-1434,4569,415,238,1177,435,354,0.3598,180,250,11443,1
2016/8/3,57.9,58.24,57.52,58.11,55.74,1,13801,11142,1,4106,-80,-8853,-4827,-284,-499,1208,460,428,0.435,344,221,11443,1
2016/8/4,58.19,58.28,57.77,58.24,55.84,1,10675,11211,0,9070,0,-7934,1136,514,205,1082,379,364,0.3699,207,260,11443,1
2016/8/5,58.41,58.95,58.24,58.83,55.97,1,12423,12127,1,9043,0,-4592,4451,2080,1490,1037,456,570,0.5793,242,486,11955,1
2016/8/8,59.17,59.38,58.91,59.21,56.11,1,7903,11750,0,5805,0,-2939,2866,1415,1113,1111,481,557,0.5661,245,490,12069,1
2016/8/9,59.17,59.55,59.12,59.5,56.26,1,11568,11585,0,9798,0,-4470,5328,2525,2134,1007,505,602,0.6118,172,568,13699,0
2016/8/10,59.42,59.67,59.21,59.67,56.41,1,6498,11123,0,5567,0,-2236,3331,1407,1229,994,511,522,0.5305,186,450,13758,0
2016/8/11,59.33,59.63,58.7,59.12,56.53,1,10903,11069,0,7553,0,-6528,1025,285,112,1098,509,472,0.4797,304,307,14179,0
